abv,brewery,date_added,name,num_ratings,rating,state,style,town,abv_range,category,year_added,ale
0.085,Growlers,4/22/2013,Growlers Saison Darth Vaudin,2,2.96,MD,Saison / Farmhouse / Grisette,Gaithersburg,8% and more,Farmhouse Ale,2013,1
0.09,Growlers,9/16/2013,Growlers Satan's Little Helper,1,2.9,MD,Belgian Ale - Strong Pale,Gaithersburg,8% and more,Strong Ale,2013,1
0.075,Growlers,9/6/2011,Growlers Seasonal Fruit Infusion,1,2.86,MD,Flavored - Fruit,Gaithersburg,7-8%,Specialty,2011,0
0.061,Growlers,5/16/2009,Growlers Seneca Pale Ale,10,2.96,MD,Pale Ale - American / APA,Gaithersburg,6-7%,Pale Ale,2009,1
0.05,Growlers,4/17/2013,Growlers Sergeant Schultz Rauchbier,3,2.91,MD,Smoked - Rauchbier,Gaithersburg,5-6%,Specialty,2013,0
0.064,Growlers,6/18/2013,Growlers Sheriff J.W. Pepper Brown Ale,1,2.87,MD,Brown Ale,Gaithersburg,6-7%,Amber Ale,2013,1
0.076,Growlers,12/5/2014,Growlers Skellington Pumpkin Porter,1,2.86,MD,Porter,Gaithersburg,7-8%,Porter / Stout,2014,0
0.065,Growlers,4/22/2013,Growlers SMaSH Centennial Pale Ale,2,2.92,MD,Pale Ale - American / APA,Gaithersburg,6-7%,Pale Ale,2013,1
0.075,Growlers,12/12/2013,Growlers Snowblower Stout,3,3.09,MD,Stout,Gaithersburg,7-8%,Porter / Stout,2013,0
0.095,Growlers,9/16/2013,Growlers Sour Weizen,1,2.87,MD,Sour / Wild Beer,Gaithersburg,8% and more,Sour,2013,0
0.065,Growlers,10/25/2009,Growlers Spooky Tooth Pumpkin Ale,4,2.8,MD,Flavored - Other,Gaithersburg,6-7%,Specialty,2009,0
0.115,Growlers,2/10/2015,Growlers St. Nick,2,2.74,MD,BarleyWine / WheatWine / RyeWine,Gaithersburg,8% and more,Strong Ale,2015,1
0.045,Growlers,8/5/2006,Growlers Summer Suds (Summer Delight),4,2.93,MD,Blonde Ale / Golden Ale,Gaithersburg,4-5%,Pale Ale,2006,1
0.067,Growlers,12/5/2014,Growlers Summit Amber,4,2.89,MD,Bière de Garde / de Mars,Gaithersburg,6-7%,Farmhouse Ale,2014,1
0.056,Growlers,11/19/2013,Growlers The Outlaw Kotbüsser,3,2.9,MD,Blonde Ale / Golden Ale,Gaithersburg,5-6%,Pale Ale,2013,1
0.07200000000000001,Growlers,4/17/2013,Growlers Trainwreck IPA,2,2.87,MD,IPA,Gaithersburg,7-8%,IPA,2013,1
0.076,Growlers,4/22/2013,Growlers TV's Sinister IPA,1,2.9,MD,IPA,Gaithersburg,7-8%,IPA,2013,1
0.098,Growlers,2/10/2015,Growlers Up In Smoke,5,3.25,MD,Smoked - Rauchbier,Gaithersburg,8% and more,Specialty,2015,0
0.073,Growlers,2/10/2015,Growlers Wet Bandit Winter Ale,1,2.8,MD,Red Ale - Irish,Gaithersburg,7-8%,Red Ale,2015,1
0.059,Growlers,2/1/2008,Growlers Yorkshire Porter,6,3.13,MD,Porter,Gaithersburg,5-6%,Porter / Stout,2008,0
0.067,Growlers,11/19/2013,Growlers Your Mom's Apple Pie Ale,1,2.84,MD,Flavored - Fruit,Gaithersburg,6-7%,Specialty,2013,0
0.052000000000000005,Heavy Seas Brewing Company,7/7/2000,Clipper City Chesapeake Lager,2,3.06,MD,Pale Lager - North Am. / Light,Baltimore,5-6%,Pale Lager,2000,0
0.075,Heavy Seas Brewing Company,11/19/2003,Clipper City Heavy Seas Winter Storm DIPA (2003-2004),123,3.61,MD,IIPA - Imperial / Double IPA,Baltimore,7-8%,IPA,2003,1
0.058,Heavy Seas Brewing Company,11/2/2004,Clipper City Hefeweizen,4,2.93,MD,Weissbier - Hefeweizen,Baltimore,5-6%,Wheat,2004,0
0.048,Heavy Seas Brewing Company,3/6/2001,Clipper City Oxford Class Organic Amber,54,2.91,MD,Red Ale / Intl Amber Ale,Baltimore,4-5%,Red Ale,2001,1
0.05,Heavy Seas Brewing Company,1/15/2006,Clipper City Oxford Hefeweizen,67,3.01,MD,Weissbier - Hefeweizen,Baltimore,5-6%,Wheat,2006,0
0.045,Heavy Seas Brewing Company,2/4/2002,Clipper City Oxford Organic Raspberry Wheat,165,2.77,MD,Flavored - Fruit,Baltimore,4-5%,Specialty,2002,0
0.047,Heavy Seas Brewing Company,9/21/2000,Clipper City Porter,3,3.19,MD,Porter,Baltimore,4-5%,Porter / Stout,2000,0
0.059,Heavy Seas Brewing Company,6/16/2000,Clipper City Reserve IPA,18,3.3,MD,IPA,Baltimore,5-6%,IPA,2000,1
0.075,Heavy Seas Brewing Company,2/11/2002,Clipper City Reserve Winter Ale,21,3.29,MD,Strong Ale - English,Baltimore,7-8%,Strong Ale,2002,1
0.075,Heavy Seas Brewing Company,5/7/2011,Clipper City Two Eyed Woody,2,2.91,MD,Old Ale,Baltimore,7-8%,Strong Ale,2011,1
0.062,Heavy Seas Brewing Company,5/17/2013,Crab Crackin Ale,1,2.87,MD,Blonde Ale / Golden Ale,Baltimore,6-7%,Pale Ale,2013,1
0.055,Heavy Seas Brewing Company,8/15/2007,Hard Times Select Lager (Heavy Seas),5,2.93,MD,Helles / Dortmunder Export,Baltimore,5-6%,Pale Lager,2007,0
0.078,Heavy Seas Brewing Company,8/9/2017,Heavy Seas / Cigar City Partner Ships IPL,25,3.47,MD,Pilsener - Imperial,Baltimore,7-8%,Pale Lager,2017,0
0.052000000000000005,Heavy Seas Brewing Company,3/9/2012,Heavy Seas / Devils Backbone Land Ho! Black Pilsner Style Lager,90,3.31,MD,Schwarzbier / Black Lager,Baltimore,5-6%,Dark Lager,2012,0
0.083,Heavy Seas Brewing Company,11/7/2017,Heavy Seas / MadTree Partner Ships: Wee Heavy,13,3.55,MD,Scotch Ale / Wee Heavy,Baltimore,8% and more,Strong Ale,2017,1
0.07200000000000001,Heavy Seas Brewing Company,3/20/2016,Heavy Seas / Maine Beer Partner Ships: Red IPA,55,3.52,MD,IPA - Red,Baltimore,7-8%,IPA,2016,1
0.065,Heavy Seas Brewing Company,11/7/2018,Heavy Seas / Manor Hill Partner Ships: Hazy IPA,1,3.06,MD,IPA - Hazy / NEIPA,Baltimore,6-7%,NEIPA,2018,1
0.05,Heavy Seas Brewing Company,8/12/2018,Heavy Seas / NoDa Partner Ships: Hoppy Wheat Ale,2,3.11,MD,Wheat Ale,Baltimore,5-6%,Wheat,2018,0
0.05,Heavy Seas Brewing Company,4/21/2018,Heavy Seas / Right Proper Cafe au Lait Stout,3,3.3,MD,Stout - Milk / Sweet,Baltimore,5-6%,Porter / Stout,2018,0
0.09,Heavy Seas Brewing Company,11/29/2016,Heavy Seas / Stone Partner Ships Imperial Brown IPA,26,3.58,MD,Strong Ale - American,Baltimore,8% and more,Strong Ale,2016,1
0.06,Heavy Seas Brewing Company,9/11/2016,Heavy Seas / Terrapin Partner Ships Rye Wit,27,3.41,MD,Witbier / Belgian White Ale,Baltimore,6-7%,Ale,2016,1
0.08,Heavy Seas Brewing Company,6/6/2016,Heavy Seas / Troegs Hoppelbock,28,3.33,MD,Bock - Doppelbock,Baltimore,8% and more,Lager,2016,0
0.085,Heavy Seas Brewing Company,2/4/2017,Heavy Seas / Union Craft Partner Ships Olde Ale,17,3.49,MD,Old Ale,Baltimore,8% and more,Strong Ale,2017,1
0.055,Heavy Seas Brewing Company,4/21/2015,Heavy Seas / Yards Philtimore,16,3.32,MD,Pale Ale - English,Baltimore,5-6%,Pale Ale,2015,1
0.115,Heavy Seas Brewing Company,12/15/2018,Heavy Seas 23 Anniversary Ale,12,3.27,MD,IIPA - Imperial / Double IPA,Baltimore,8% and more,IPA,2018,1
0.06,Heavy Seas Brewing Company,8/31/2013,Heavy Seas AARGHtoberfest!,22,2.98,MD,Märzen / Oktoberfest Bier,Baltimore,6-7%,Other Lager,2013,0
0.058,Heavy Seas Brewing Company,1/29/2018,Heavy Seas AmeriCannon,30,3.17,MD,Pale Ale - American / APA,Baltimore,5-6%,Pale Ale,2018,1
0.122,Heavy Seas Brewing Company,3/29/2017,Heavy Seas Below Decks,2,3.12,MD,BarleyWine / WheatWine / RyeWine,Baltimore,8% and more,Strong Ale,2017,1
0.122,Heavy Seas Brewing Company,10/10/2016,Heavy Seas Below Decks - Sagamore Barrel,2,3.12,MD,BarleyWine / WheatWine / RyeWine,Baltimore,8% and more,Strong Ale,2016,1
0.07200000000000001,Heavy Seas Brewing Company,11/22/2010,Heavy Seas Black Cannon,279,3.49,MD,IPA - Black/Brown/Cascadian Dark,Baltimore,7-8%,IPA,2010,1
0.06,Heavy Seas Brewing Company,3/1/2019,Heavy Seas Citra Cannon,4,3.18,MD,IPA,Baltimore,6-7%,IPA,2019,1
0.05,Heavy Seas Brewing Company,8/9/2001,Heavy Seas Classic Lager,144,2.7,MD,Pale Lager - Intl / Premium,Baltimore,5-6%,Pale Lager,2001,0
0.045,Heavy Seas Brewing Company,12/22/2014,Heavy Seas CrossBones - Session IPA,119,3.2,MD,ISA - Session IPA,Baltimore,4-5%,IPA,2014,1
0.052000000000000005,Heavy Seas Brewing Company,9/19/2000,Heavy Seas Cutlass,363,3.06,MD,Amber Lager - Intl / Vienna,Baltimore,5-6%,Lager,2000,0
0.059,Heavy Seas Brewing Company,3/3/2016,Heavy Seas Cutlass Supreme,3,3.09,MD,Amber Lager - Intl / Vienna,Baltimore,5-6%,Lager,2016,0
0.06,Heavy Seas Brewing Company,7/7/2013,Heavy Seas Davy Jones' Lager,16,3.09,MD,Kölsch / Kölsch-Style,Baltimore,6-7%,Pale Lager,2013,0
0.068,Heavy Seas Brewing Company,12/21/2014,Heavy Seas Deep Six,91,3.57,MD,Porter,Baltimore,6-7%,Porter / Stout,2014,0
0.049,Heavy Seas Brewing Company,4/27/2015,Heavy Seas Desert Island: American Honey Amber,12,3.13,MD,Red Ale / Intl Amber Ale,Baltimore,4-5%,Red Ale,2015,1
0.09,Heavy Seas Brewing Company,4/27/2015,Heavy Seas Desert Island: Dopple Sticke Alt,2,2.98,MD,Altbier / Sticke Alt,Baltimore,8% and more,Lager,2015,0
0.065,Heavy Seas Brewing Company,4/27/2015,Heavy Seas Desert Island: New World Saison,6,3.27,MD,Saison / Farmhouse / Grisette,Baltimore,6-7%,Farmhouse Ale,2015,1
0.054000000000000006,Heavy Seas Brewing Company,4/27/2015,Heavy Seas Desert Island: Schwarzbier,9,3.35,MD,Schwarzbier / Black Lager,Baltimore,5-6%,Dark Lager,2015,0
0.08,Heavy Seas Brewing Company,2/22/2015,Heavy Seas Desert Island: Strong Scottish,9,3.31,MD,Scotch Ale / Wee Heavy,Baltimore,8% and more,Strong Ale,2015,1
0.095,Heavy Seas Brewing Company,3/27/2015,Heavy Seas Double Cannon,119,3.62,MD,IIPA - Imperial / Double IPA,Baltimore,8% and more,IPA,2015,1
0.095,Heavy Seas Brewing Company,8/28/2017,Heavy Seas Double Cannon - Barrel Aged,9,3.46,MD,IIPA - Imperial / Double IPA,Baltimore,8% and more,IPA,2017,1
0.07200000000000001,Heavy Seas Brewing Company,12/3/2010,Heavy Seas Dubbel Cannon,97,3.42,MD,Belgian Ale - Pale / Golden,Baltimore,7-8%,Pale Ale,2010,1
0.05,Heavy Seas Brewing Company,7/30/2015,Heavy Seas Fielder's Choice,12,2.77,MD,Pale Lager - North Am. / Light,Baltimore,5-6%,Pale Lager,2015,0
0.045,Heavy Seas Brewing Company,2/11/2002,Heavy Seas Gold Ale,246,3.03,MD,Blonde Ale / Golden Ale,Baltimore,4-5%,Pale Ale,2002,1
0.045,Heavy Seas Brewing Company,7/25/2013,Heavy Seas Gold Ale - Honey & Peaches,3,2.95,MD,Blonde Ale / Golden Ale,Baltimore,4-5%,Pale Ale,2013,1
0.045,Heavy Seas Brewing Company,4/27/2015,Heavy Seas Gold Ale - Lemon & White Pepper,2,3.12,MD,Blonde Ale / Golden Ale,Baltimore,4-5%,Pale Ale,2015,1
0.045,Heavy Seas Brewing Company,12/13/2011,Heavy Seas Gold Ale - Max's 25th Christmas Blend,2,2.84,MD,Blonde Ale / Golden Ale,Baltimore,4-5%,Pale Ale,2011,1
0.09,Heavy Seas Brewing Company,3/14/2007,Heavy Seas Holy Sheet (1997-2012),326,3.22,MD,Dubbel,Baltimore,8% and more,Strong Ale,2007,1
0.07200000000000001,Heavy Seas Brewing Company,3/18/2019,Heavy Seas Joose Cannon,1,2.96,MD,IPA - Hazy / NEIPA,Baltimore,7-8%,NEIPA,2019,1
0.07200000000000001,Heavy Seas Brewing Company,9/29/2005,Heavy Seas Loose Cannon (Hop3),1367,3.69,MD,IPA,Baltimore,7-8%,IPA,2005,1
0.07200000000000001,Heavy Seas Brewing Company,3/9/2016,Heavy Seas Loose Cannon - Apple Wood & Pecan Wood,1,3.06,MD,IPA,Baltimore,7-8%,IPA,2016,1
0.07200000000000001,Heavy Seas Brewing Company,12/16/2013,"Heavy Seas Loose Cannon - Bourbon, Vanilla, Cinnamon, Cherries",2,2.98,MD,IPA,Baltimore,7-8%,IPA,2013,1
0.09,Heavy Seas Brewing Company,4/23/2018,Heavy Seas Loose Cannon - Caskmates,1,3.11,MD,IIPA - Imperial / Double IPA,Baltimore,8% and more,IPA,2018,1
0.07200000000000001,Heavy Seas Brewing Company,8/17/2011,Heavy Seas Loose Cannon - Coffee,1,2.88,MD,IPA,Baltimore,7-8%,IPA,2011,1
0.07200000000000001,Heavy Seas Brewing Company,11/9/2012,Heavy Seas Loose Cannon - Fiery Foods & Firkins 2012,2,2.91,MD,IPA,Baltimore,7-8%,IPA,2012,1
0.07200000000000001,Heavy Seas Brewing Company,9/19/2014,Heavy Seas Loose Cannon - Grapefruit Zest,6,3.22,MD,IPA,Baltimore,7-8%,IPA,2014,1
0.07200000000000001,Heavy Seas Brewing Company,12/13/2011,Heavy Seas Loose Cannon - Max's 25th Christmas Blend,2,3.04,MD,IPA,Baltimore,7-8%,IPA,2011,1
0.07200000000000001,Heavy Seas Brewing Company,8/13/2011,Heavy Seas Loose Cannon - Oak & Birch Aged,2,2.93,MD,IPA,Baltimore,7-8%,IPA,2011,1
0.07200000000000001,Heavy Seas Brewing Company,1/28/2011,Heavy Seas Loose Cannon - Oak Aged,5,3.14,MD,IPA,Baltimore,7-8%,IPA,2011,1
0.07200000000000001,Heavy Seas Brewing Company,8/11/2014,Heavy Seas Loose Cannon - Pear Wood,1,2.91,MD,IPA,Baltimore,7-8%,IPA,2014,1
0.07200000000000001,Heavy Seas Brewing Company,8/9/2014,Heavy Seas Loose Cannon - TnC,4,3.18,MD,IPA,Baltimore,7-8%,IPA,2014,1
0.07200000000000001,Heavy Seas Brewing Company,8/17/2011,"Heavy Seas Loose Cannon - Vanilla, Dried Apricot & Fig",1,2.91,MD,IPA,Baltimore,7-8%,IPA,2011,1
0.07,Heavy Seas Brewing Company,12/3/2010,Heavy Seas Mutiny Fleet Aarsh Red Ale,50,3.24,MD,Strong Ale - American,Baltimore,7-8%,Strong Ale,2010,1
0.1,Heavy Seas Brewing Company,12/7/2005,Heavy Seas Mutiny Fleet Below Decks,457,3.28,MD,BarleyWine / WheatWine / RyeWine,Baltimore,8% and more,Strong Ale,2005,1
0.1,Heavy Seas Brewing Company,4/1/2010,Heavy Seas Mutiny Fleet Below Decks Bourbon Oak,157,3.63,MD,BarleyWine / WheatWine / RyeWine,Baltimore,8% and more,Strong Ale,2010,1
0.1,Heavy Seas Brewing Company,5/16/2010,Heavy Seas Mutiny Fleet Below Decks Cabernet Barrel Aged,138,3.65,MD,BarleyWine / WheatWine / RyeWine,Baltimore,8% and more,Strong Ale,2010,1
0.106,Heavy Seas Brewing Company,5/27/2009,Heavy Seas Mutiny Fleet Big DIPA (-2012),260,3.58,MD,IIPA - Imperial / Double IPA,Baltimore,8% and more,IPA,2009,1
0.07,Heavy Seas Brewing Company,12/3/2010,Heavy Seas Mutiny Fleet Davy Jones' Lager (- 2012),49,3.01,MD,Pilsener - Imperial,Baltimore,7-8%,Pale Lager,2010,0
0.1,Heavy Seas Brewing Company,6/17/2007,Heavy Seas Mutiny Fleet Hang Ten,361,3.45,MD,Bock - Weizenbock,Baltimore,8% and more,Wheat,2007,0
0.05,Heavy Seas Brewing Company,7/18/2011,Heavy Seas Mutiny Fleet Hop Haarvest Ale,43,3.4,MD,Porter,Baltimore,5-6%,Porter / Stout,2011,0
0.078,Heavy Seas Brewing Company,1/18/2010,Heavy Seas Mutiny Fleet Letter of Marque 2010: Rye Porter,124,3.59,MD,Porter - Imperial,Baltimore,7-8%,Porter / Stout,2010,0
0.08,Heavy Seas Brewing Company,6/1/2011,Heavy Seas Mutiny Fleet Letter of Marque 2011: Belgian Dubbel,62,3.42,MD,Dubbel,Baltimore,8% and more,Strong Ale,2011,1
0.08,Heavy Seas Brewing Company,5/23/2012,Heavy Seas Mutiny Fleet Letter of Marque 2012: Tripel Wit,26,3.11,MD,Belgian Ale - Strong Pale,Baltimore,8% and more,Strong Ale,2012,1
0.08,Heavy Seas Brewing Company,9/12/2009,Heavy Seas Mutiny Fleet Oak Aged Prosit!,4,2.98,MD,Märzen / Oktoberfest Bier,Baltimore,8% and more,Other Lager,2009,0
0.08,Heavy Seas Brewing Company,3/4/2011,Heavy Seas Mutiny Fleet Plank I: Olde Style English Ale,88,3.4,MD,Strong Ale - English,Baltimore,8% and more,Strong Ale,2011,1
0.08,Heavy Seas Brewing Company,11/9/2012,Heavy Seas Mutiny Fleet Plank II (2012 Fiery Foods & Firkins),2,2.96,MD,Bock - Doppelbock,Baltimore,8% and more,Lager,2012,0
0.08,Heavy Seas Brewing Company,3/31/2012,Heavy Seas Mutiny Fleet Plank II (Apples & Vanilla),1,2.81,MD,Strong Ale - American,Baltimore,8% and more,Strong Ale,2012,1
0.085,Heavy Seas Brewing Company,4/6/2012,"Heavy Seas Mutiny Fleet Plank II (Strawberry, Ginger & Vanilla)",1,2.9,MD,Bock - Doppelbock,Baltimore,8% and more,Lager,2012,0
0.085,Heavy Seas Brewing Company,4/6/2012,Heavy Seas Mutiny Fleet Plank II (Vanilla & Molasses),1,2.98,MD,Bock - Doppelbock,Baltimore,8% and more,Lager,2012,0
0.085,Heavy Seas Brewing Company,3/20/2012,Heavy Seas Mutiny Fleet Plank II: Doppelbock Style Lager,91,3.53,MD,Bock - Doppelbock,Baltimore,8% and more,Lager,2012,0
0.08,Heavy Seas Brewing Company,7/8/2009,Heavy Seas Mutiny Fleet Prosit!,170,3.3,MD,Märzen / Oktoberfest Bier,Baltimore,8% and more,Other Lager,2009,0
0.08,Heavy Seas Brewing Company,7/8/2009,Heavy Seas Mutiny Fleet The Great Pumpkin,244,3.43,MD,Flavored - Other,Baltimore,8% and more,Specialty,2009,0
0.1,Heavy Seas Brewing Company,8/4/2009,Heavy Seas Mutiny Fleet Yule Tide (- 2012),162,3.38,MD,Tripel,Baltimore,8% and more,Strong Ale,2009,1
0.08,Heavy Seas Brewing Company,12/23/2009,Heavy Seas Mutiny Fleet: Siren Noire,203,3.41,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2009,0
0.08,Heavy Seas Brewing Company,3/4/2010,Heavy Seas Mutiny Fleet: Smoke On The Water,160,3.63,MD,Porter - Smoked,Baltimore,8% and more,Porter / Stout,2010,0
0.058,Heavy Seas Brewing Company,12/13/2011,Heavy Seas Märzen (Max's 25th Christmas Blend),2,2.81,MD,Märzen / Oktoberfest Bier,Baltimore,5-6%,Other Lager,2011,0
0.058,Heavy Seas Brewing Company,11/9/2012,Heavy Seas Märzen Beer (2012 Fiery Foods & Firkins),2,2.87,MD,Märzen / Oktoberfest Bier,Baltimore,5-6%,Other Lager,2012,0
0.048,Heavy Seas Brewing Company,11/9/2012,Heavy Seas Pale Ale (2012 Fiery Foods & Firkins),2,2.89,MD,Pale Ale - American / APA,Baltimore,4-5%,Pale Ale,2012,1
0.048,Heavy Seas Brewing Company,12/13/2011,Heavy Seas Pale Ale (Max's 25th Christmas Blend),2,2.93,MD,Pale Ale - American / APA,Baltimore,4-5%,Pale Ale,2011,1
0.08,Heavy Seas Brewing Company,8/24/2004,Heavy Seas Peg Leg,902,3.29,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2004,0
0.08,Heavy Seas Brewing Company,11/9/2012,Heavy Seas Peg Leg - 2012 Fiery Foods & Firkins,2,2.97,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2012,0
0.08,Heavy Seas Brewing Company,8/11/2014,"Heavy Seas Peg Leg - Allspice/Pimento Wood, Soft Maple Wood",1,2.91,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2014,0
0.08,Heavy Seas Brewing Company,11/12/2011,"Heavy Seas Peg Leg - Apple, Cinnamon, Clove, Ginger Root, Vanilla",1,2.87,MD,Flavored - Other,Baltimore,8% and more,Specialty,2011,0
0.08,Heavy Seas Brewing Company,1/26/2013,Heavy Seas Peg Leg - Bourbon,15,3.27,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2013,0
0.08,Heavy Seas Brewing Company,9/13/2017,"Heavy Seas Peg Leg - Cherry Wood, Cherries, Cocoa Nibs",1,3.13,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2017,0
0.08,Heavy Seas Brewing Company,10/30/2012,"Heavy Seas Peg Leg - Chocolate Nibs, Vanilla, Simcoe, Fuggle",1,2.88,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2012,0
0.08,Heavy Seas Brewing Company,11/19/2015,Heavy Seas Peg Leg - Fuggles & White Ash,2,3.13,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2015,0
0.08,Heavy Seas Brewing Company,11/3/2012,Heavy Seas Peg Leg - Ghost Chili,2,3.02,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2012,0
0.08,Heavy Seas Brewing Company,9/28/2011,Heavy Seas Peg Leg - Montmorency Cherries,2,2.9,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2011,0
0.08,Heavy Seas Brewing Company,10/28/2010,Heavy Seas Peg Leg - Oak Aged,8,3.19,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2010,0
0.08,Heavy Seas Brewing Company,4/29/2015,Heavy Seas Peg Leg - White Oak Chips,2,3.19,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2015,0
0.05,Heavy Seas Brewing Company,3/31/2016,Heavy Seas Pounder Pils,54,3.23,MD,Pilsener / Pils / Pilsner,Baltimore,5-6%,Pale Lager,2016,0
0.048,Heavy Seas Brewing Company,4/28/2002,Heavy Seas Powder Monkey,323,3.12,MD,Pale Ale - English,Baltimore,4-5%,Pale Ale,2002,1
0.075,Heavy Seas Brewing Company,5/19/2004,Heavy Seas Red Sky At Night,576,3.24,MD,Saison / Farmhouse / Grisette,Baltimore,7-8%,Farmhouse Ale,2004,1
0.075,Heavy Seas Brewing Company,12/16/2013,"Heavy Seas Red Sky at Night (Rum, Lavender, & Orange Peel)",2,2.92,MD,Saison / Farmhouse / Grisette,Baltimore,7-8%,Farmhouse Ale,2013,1
0.075,Heavy Seas Brewing Company,7/28/2013,Heavy Seas Red V,1,2.83,MD,Saison / Farmhouse / Grisette,Baltimore,7-8%,Farmhouse Ale,2013,1
0.07200000000000001,Heavy Seas Brewing Company,3/30/2013,Heavy Seas Riptide,96,3.4,MD,IPA,Baltimore,7-8%,IPA,2013,1
0.1,Heavy Seas Brewing Company,3/21/2019,Heavy Seas Salted Caramel Blackbeard's Breakfast,2,3.33,MD,Stout - Imperial,Baltimore,8% and more,Porter / Stout,2019,0
0.045,Heavy Seas Brewing Company,7/1/2010,Heavy Seas Sea Nymph Summer Ale,59,2.68,MD,Blonde Ale / Golden Ale,Baltimore,4-5%,Pale Ale,2010,1
0.048,Heavy Seas Brewing Company,2/18/2015,Heavy Seas Shell Raiser,11,3.12,MD,Pale Ale - English,Baltimore,4-5%,Pale Ale,2015,1
0.06,Heavy Seas Brewing Company,2/1/2018,Heavy Seas Single Cannon,4,3.09,MD,IPA,Baltimore,6-7%,IPA,2018,1
0.07,Heavy Seas Brewing Company,8/17/2011,Heavy Seas Small Craft Warning (w/ Dried Strawberries and Lemon Peel),1,2.83,MD,Pilsener - Imperial,Baltimore,7-8%,Pale Lager,2011,0
0.07,Heavy Seas Brewing Company,3/11/2004,Heavy Seas Small Craft Warning Über Pils,728,3.35,MD,Pale Lager - India / Hoppy,Baltimore,7-8%,Pale Lager,2004,0
0.045,Heavy Seas Brewing Company,4/10/2015,Heavy Seas Smooth Sail,46,3.01,MD,Wheat Ale,Baltimore,4-5%,Wheat,2015,0
0.11,Heavy Seas Brewing Company,3/28/2018,Heavy Seas Snow Storm,37,3.49,MD,Strong Ale - English,Baltimore,8% and more,Strong Ale,2018,1
0.061,Heavy Seas Brewing Company,12/13/2015,Heavy Seas Stoop Sitter,6,3.09,MD,Specialty Grain - Other,Baltimore,6-7%,Specialty,2015,0
0.08,Heavy Seas Brewing Company,11/5/2010,"Heavy Seas Thank You, Thank You Very Much",39,3.45,MD,IIPA - Imperial / Double IPA,Baltimore,8% and more,IPA,2010,1
0.07,Heavy Seas Brewing Company,3/8/2017,Heavy Seas The Alpha Effect,54,3.55,MD,IPA,Baltimore,7-8%,IPA,2017,1
0.06,Heavy Seas Brewing Company,7/30/2016,Heavy Seas Treasure Fest,46,3.28,MD,Märzen / Oktoberfest Bier,Baltimore,6-7%,Other Lager,2016,0
0.07200000000000001,Heavy Seas Brewing Company,4/1/2016,Heavy Seas TropiCannon,129,3.35,MD,IPA,Baltimore,7-8%,IPA,2016,1
0.105,Heavy Seas Brewing Company,9/22/2016,Heavy Seas Uncharted Waters: 21 Anniversary Imperial ESB,26,3.54,MD,Strong Ale - English,Baltimore,8% and more,Strong Ale,2016,1
0.105,Heavy Seas Brewing Company,12/31/2017,Heavy Seas Uncharted Waters: 22 Anniversary Ale,12,3.32,MD,Tripel,Baltimore,8% and more,Strong Ale,2017,1
0.1,Heavy Seas Brewing Company,5/8/2015,Heavy Seas Uncharted Waters: Blackbeard's Breakfast,95,3.87,MD,Porter - Imperial Flavored,Baltimore,8% and more,Porter / Stout,2015,0
0.085,Heavy Seas Brewing Company,9/12/2018,Heavy Seas Uncharted Waters: Grand Crew,10,3.23,MD,Belgian Ale - Strong Pale,Baltimore,8% and more,Strong Ale,2018,1
0.09,Heavy Seas Brewing Company,5/16/2013,Heavy Seas Uncharted Waters: Holy Sheet (2013-),73,3.62,MD,Dubbel,Baltimore,8% and more,Strong Ale,2013,1
0.09,Heavy Seas Brewing Company,5/16/2014,Heavy Seas Uncharted Waters: Holy Sheet (2014 Bourbon Cask),6,3.15,MD,Dubbel,Baltimore,8% and more,Strong Ale,2014,1
0.095,Heavy Seas Brewing Company,3/10/2015,Heavy Seas Uncharted Waters: Phantom Ship,55,3.56,MD,Tripel,Baltimore,8% and more,Strong Ale,2015,1
0.085,Heavy Seas Brewing Company,7/20/2014,Heavy Seas Uncharted Waters: Plank III,37,3.52,MD,Tripel,Baltimore,8% and more,Strong Ale,2014,1
0.105,Heavy Seas Brewing Company,3/13/2016,Heavy Seas Uncharted Waters: Plank IV,37,3.58,MD,Quadrupel / Abt,Baltimore,8% and more,Strong Ale,2016,1
