abv,address,brewery,country,date_added,google_map_link,link,name,num_ratings,postal_code,rating,state,style,style_rating,town
0.06,5788 2nd St NE, Hellbender Brewing Company,USA,7/11/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-hoppyoatydopalicious/637263/,Hellbender HoppyOatyDopalicious,2,20011,3.14,Washington DC,Pale Ale - American / APA,,Washington
0.065,5788 2nd St NE, Hellbender Brewing Company,USA,3/23/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-ignite-ipa/405676/,Hellbender Ignite IPA,11,20011,3.36,Washington DC,IPA,49.0,Washington
0.042,5788 2nd St NE, Hellbender Brewing Company,USA,6/1/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-mild-side-ale/337525/,Hellbender Mild Side Ale,1,20011,3.09,Washington DC,Mild Ale,,Washington
0.051,5788 2nd St NE, Hellbender Brewing Company,USA,4/8/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-nitro-north-x-northeast-coffee-stout/409721/,Hellbender Nitro North x Northeast Coffee Stout ,1,20011,3.09,Washington DC,Stout,,Washington
0.05,5788 2nd St NE, Hellbender Brewing Company,USA,12/31/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-north-x-northeast-coffee-stout/385769/,Hellbender North x Northeast Coffee Stout,12,20011,3.44,Washington DC,Stout,77.0,Washington
0.065,5788 2nd St NE, Hellbender Brewing Company,USA,8/11/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-orange-summit/647269/,Hellbender Orange Summit,1,20011,3.11,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.07,5788 2nd St NE, Hellbender Brewing Company,USA,8/11/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-panda-strike-force/647278/,Hellbender Panda Strike Force,1,20011,3.0,Washington DC,IPA,,Washington
0.06,5788 2nd St NE, Hellbender Brewing Company,USA,11/5/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-pitchfork-pumpkin-ale/297408/,Hellbender Pitchfork Pumpkin Ale,0,20011,,Washington DC,Flavored - Other,,Washington
0.042,5788 2nd St NE, Hellbender Brewing Company,USA,10/1/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-purple-grain/453678/,Hellbender Purple Grain,1,20011,2.87,Washington DC,Berliner Weisse,,Washington
0.06,5788 2nd St NE, Hellbender Brewing Company,USA,11/5/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-red-line-ale/297404/,Hellbender Red Line Ale,16,20011,3.05,Washington DC,Red Ale / Intl Amber Ale,48.0,Washington
0.06,5788 2nd St NE, Hellbender Brewing Company,USA,8/10/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-red-line-ale-rum-barrel/353037/,Hellbender Red Line Ale (Rum Barrel),5,20011,3.15,Washington DC,Red Ale / Intl Amber Ale,,Washington
0.064,5788 2nd St NE, Hellbender Brewing Company,USA,6/1/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-robo-boogie-brett-pale-ale/624280/,Hellbender Robo Boogie Brett Pale Ale,2,20011,3.23,Washington DC,Pale Ale - American / APA,,Washington
0.09,5788 2nd St NE, Hellbender Brewing Company,USA,1/17/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-rune-of-doune/310430/,Hellbender Rune of Doune,1,20011,2.86,Washington DC,Scotch Ale / Wee Heavy,,Washington
0.075,5788 2nd St NE, Hellbender Brewing Company,USA,12/31/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-scorched-black-ipa/385770/,Hellbender Scorched Black IPA,4,20011,3.38,Washington DC,IPA - Black/Brown/Cascadian Dark,,Washington
0.055,5788 2nd St NE, Hellbender Brewing Company,USA,11/5/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-southern-torrent-saison/297407/,Hellbender Southern Torrent Saison,16,20011,3.26,Washington DC,Saison / Farmhouse / Grisette,37.0,Washington
0.053,5788 2nd St NE, Hellbender Brewing Company,USA,8/11/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-sunbreaker/647247/,Hellbender Sunbreaker,1,20011,,Washington DC,Weissbier - Hefeweizen,,Washington
0.072,5788 2nd St NE, Hellbender Brewing Company,USA,8/11/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-sweet-victory/647284/,Hellbender Sweet Victory,1,20011,3.06,Washington DC,Traditional Ale - Other,,Washington
0.052,5788 2nd St NE, Hellbender Brewing Company,USA,9/24/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-te-pahu-pale-ale/451953/,Hellbender Te Pahu Pale Ale,1,20011,2.98,Washington DC,Pale Ale - American / APA,,Washington
0.08,5788 2nd St NE, Hellbender Brewing Company,USA,2/6/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-topaz-2x-ipa/313770/,Hellbender Topaz 2X IPA,2,20011,2.87,Washington DC,IIPA - Imperial / Double IPA,,Washington
0.049,5788 2nd St NE, Hellbender Brewing Company,USA,11/5/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-triturus-hefeweizen/297406/,Hellbender Triturus Hefeweizen,0,20011,,Washington DC,Weissbier - Hefeweizen,,Washington
0.05,5788 2nd St NE, Hellbender Brewing Company,USA,3/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-wildflower/596996/,Hellbender Wildflower ,0,20011,,Washington DC,Sour / Wild Beer,,Washington
0.063,5788 2nd St NE, Hellbender Brewing Company,USA,8/11/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Hellbender+Brewing+Company%2C5788+2nd+St+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20011,www.ratebeer.com/beer/hellbender-zestify/647274/,Hellbender Zestify,1,20011,3.09,Washington DC,Sour / Wild Beer,,Washington
0.1,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-lough-gill-swampoodle/726096/,Red Bear / Lough Gill Swampoodle,0,20002,,Washington DC,Stout - Imperial,,Washington
0.073,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-cupids-black-heart-bock/726097/,Red Bear Cupid's Black Heart Bock,0,20002,,Washington DC,Bock - Dunkler Bock,,Washington
0.056,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-dc-dirt/726055/,Red Bear DC Dirt,2,20002,3.12,Washington DC,Porter,,Washington
0.064,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-dom-peri-yaaaas-kolsch/726091/,Red Bear Dom Peri-yaaaas! Kölsch,0,20002,,Washington DC,Kölsch / Kölsch-Style,,Washington
0.061,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-manhattan-project/726093/,Red Bear Manhattan Project,0,20002,,Washington DC,Sour / Wild Beer - Flavored,,Washington
0.052,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-marmalade-skies/726056/,Red Bear Marmalade Skies,0,20002,,Washington DC,Witbier / Belgian White Ale,,Washington
0.076,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-mystic-storm/726060/,Red Bear Mystic Storm,2,20002,3.07,Washington DC,IPA - Hazy / NEIPA,,Washington
0.046,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-noma-pride/726061/,Red Bear NoMa Pride,1,20002,3.06,Washington DC,Pale Ale - American / APA,,Washington
0.059,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-polar-bear/726058/,Red Bear Polar Bear,1,20002,2.98,Washington DC,Wheat Ale,,Washington
0.068,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-skookum-red-ale/726094/,Red Bear Skookum Red Ale,0,20002,,Washington DC,Red Ale / Intl Amber Ale,,Washington
0.077,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-something-about-rosemary/726057/,Red Bear Something About Rosemary,1,20002,3.13,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.04,209 M Street NE, Red Bear Brewing Company,USA,5/6/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-the-salty-rim/728420/,Red Bear The Salty Rim,1,20002,2.83,Washington DC,Gose - Flavored,,Washington
0.094,209 M Street NE, Red Bear Brewing Company,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Red+Bear+Brewing+Company%2C209+M+Street+NE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/red-bear-twinsies-ipa/726095/,Red Bear Twinsies IPA,0,20002,,Washington DC,IIPA - Imperial / Double IPA,,Washington
0.047,624 T St NW, Right Proper Brewing Company,USA,7/29/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-brewer39s-art-hilde/350230/,Right Proper / Brewer's Art Hilde,4,20001,3.17,Washington DC,Traditional Ale - Other,,Washington
0.044,624 T St NW, Right Proper Brewing Company,USA,5/30/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-brewers-art-droit-de-l39art/518657/,Right Proper / Brewers Art Droit de L'Art,1,20001,3.09,Washington DC,Saison / Farmhouse / Grisette,,Washington
,624 T St NW, Right Proper Brewing Company,USA,8/23/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-dc-brewers-solidarity-brett-ipa-2017/545442/,Right Proper / DC Brewers Solidarity Brett IPA 2017,6,20001,3.53,Washington DC,IPA,,Washington
0.06,624 T St NW, Right Proper Brewing Company,USA,5/30/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-fonta-flora-jester-king-scratch-spirits-rejoice/518662/,Right Proper / Fonta Flora / Jester King / Scratch Spirits Rejoice,2,20001,2.95,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.048,624 T St NW, Right Proper Brewing Company,USA,4/8/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-heavy-seas-cafe-au-lait/607549/,Right Proper / Heavy Seas Cafe au Lait,2,20001,3.26,Washington DC,Stout - Milk / Sweet,,Washington
0.1,624 T St NW, Right Proper Brewing Company,USA,12/10/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-lost-rhino-lost-proper/241493/,Right Proper / Lost Rhino Lost & Proper,0,20001,,Washington DC,Scotch Ale / Wee Heavy,,Washington
0.035,624 T St NW, Right Proper Brewing Company,USA,6/15/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-meridian-pint-dc-homebrewers-oblique-obscure/426518/,Right Proper / Meridian Pint / DC Homebrewers Oblique & Obscure,5,20001,3.2,Washington DC,Berliner Weisse,,Washington
0.065,624 T St NW, Right Proper Brewing Company,USA,3/20/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-modern-times-hyperborea/497211/,Right Proper / Modern Times Hyperborea,5,20001,3.22,Washington DC,Traditional Ale - Other,,Washington
0.039,624 T St NW, Right Proper Brewing Company,USA,7/3/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-oxbow-gregarious/344549/,Right Proper / Oxbow Gregarious,2,20001,3.23,Washington DC,Gose,,Washington
0.07,624 T St NW, Right Proper Brewing Company,USA,5/10/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-pen-druid-stone-soused/512391/,Right Proper / Pen Druid / Stone Soused,3,20001,3.31,Washington DC,IPA,,Washington
0.063,624 T St NW, Right Proper Brewing Company,USA,5/29/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-pen-druid-zardoz/623078/,Right Proper / Pen Druid Zardoz,2,20001,3.09,Washington DC,Belgian Ale - Pale / Golden,,Washington
0.064,624 T St NW, Right Proper Brewing Company,USA,9/25/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-pulaski-most-precious/363300/,Right Proper / Pulaski Most precious,2,20001,3.16,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.046,624 T St NW, Right Proper Brewing Company,USA,10/25/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-pulaski-stay-gold/459669/,Right Proper / Pulaski Stay Gold,1,20001,3.04,Washington DC,Pale Lager - Intl / Premium,,Washington
0.063,624 T St NW, Right Proper Brewing Company,USA,1/30/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-stillwater-the-lady-came-from-baltimore/249063/,Right Proper / Stillwater The Lady Came from Baltimore,8,20001,3.31,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.055,624 T St NW, Right Proper Brewing Company,USA,1/24/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-supreme-core-idun/586546/,Right Proper / Supreme Core Idun,1,20001,2.89,Washington DC,Flavored - Fruit,,Washington
0.054,624 T St NW, Right Proper Brewing Company,USA,6/15/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-a-joyful-noise/340724/,Right Proper A Joyful Noise,4,20001,3.29,Washington DC,Weissbier - Hefeweizen,,Washington
0.05,624 T St NW, Right Proper Brewing Company,USA,4/10/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-a-single-ray-of-light/503425/,Right Proper A Single Ray of Light,2,20001,3.16,Washington DC,Pale Ale - American / APA,,Washington
0.05,624 T St NW, Right Proper Brewing Company,USA,5/18/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-acbw-stout-2016/419398/,Right Proper ACBW Stout (2016),4,20001,3.38,Washington DC,Stout,,Washington
0.056,624 T St NW, Right Proper Brewing Company,USA,3/23/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-alice/322610/,Right Proper Alice,8,20001,3.54,Washington DC,Sour / Wild Beer,,Washington
0.049,624 T St NW, Right Proper Brewing Company,USA,2/12/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-all-the-way-from-a-to-b/314867/,Right Proper All the way from A to B,8,20001,3.33,Washington DC,Specialty Grain - Other,,Washington
0.042,624 T St NW, Right Proper Brewing Company,USA,8/21/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-amsterdam-1940/650287/,Right Proper Amsterdam 1940,1,20001,2.92,Washington DC,Pilsener - Czech / Svetlý,,Washington
0.06,624 T St NW, Right Proper Brewing Company,USA,3/20/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-ardennes-horse/497216/,Right Proper Ardennes Horse ,4,20001,3.26,Washington DC,IPA,,Washington
0.044,624 T St NW, Right Proper Brewing Company,USA,7/26/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-astral-weeks/278277/,Right Proper Astral Weeks,25,20001,3.56,Washington DC,Sour / Wild Beer,59.0,Washington
0.045,624 T St NW, Right Proper Brewing Company,USA,4/24/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-astral-weeks-frenck-oak-foeders/413554/,Right Proper Astral Weeks (Frenck Oak Foeders),3,20001,3.21,Washington DC,Berliner Weisse,,Washington
0.067,624 T St NW, Right Proper Brewing Company,USA,1/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-august-october/581520/,Right Proper August October,4,20001,3.21,Washington DC,Flavored - Fruit,,Washington
0.07,624 T St NW, Right Proper Brewing Company,USA,12/1/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-baron-corvo/378931/,Right Proper Baron Corvo,30,20001,3.59,Washington DC,Bière de Garde / de Mars,98.0,Washington
0.07,624 T St NW, Right Proper Brewing Company,USA,1/15/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-baron-peter/584362/,Right Proper Baron Peter,1,20001,3.15,Washington DC,Bière de Garde / de Mars,,Washington
0.054,624 T St NW, Right Proper Brewing Company,USA,8/23/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-barrel-aged-white-bicycles/650794/,Right Proper Barrel Aged White Bicycles,1,20001,3.11,Washington DC,Belgian Ale - Pale / Golden,,Washington
0.05,624 T St NW, Right Proper Brewing Company,USA,12/10/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-being-there/241415/,Right Proper Being There,25,20001,3.45,Washington DC,Zwickelbier/Kellerbier/Landbier,98.0,Washington
0.047,624 T St NW, Right Proper Brewing Company,USA,7/8/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-benny-joon/530413/,Right Proper Benny & Joon,2,20001,3.02,Washington DC,Witbier / Belgian White Ale,,Washington
0.04,624 T St NW, Right Proper Brewing Company,USA,11/25/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-bird-of-passage/377752/,Right Proper Bird of Passage,12,20001,3.64,Washington DC,Sour / Wild Beer,72.0,Washington
0.054,624 T St NW, Right Proper Brewing Company,USA,3/13/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-biere-de-mars/255357/,Right Proper Bière de Mars,7,20001,3.48,Washington DC,Bière de Garde / de Mars,,Washington
0.047,624 T St NW, Right Proper Brewing Company,USA,9/6/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-blanc-slager/447616/,Right Proper Blanc Slager,3,20001,3.24,Washington DC,Sour / Wild Beer,,Washington
0.055,624 T St NW, Right Proper Brewing Company,USA,10/15/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-blanc-slate/368075/,Right Proper Blanc Slate,9,20001,3.35,Washington DC,Saison / Farmhouse / Grisette,47.0,Washington
0.05,624 T St NW, Right Proper Brewing Company,USA,5/7/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Right+Proper+Brewing+Company%2C624+T+St+NW%2C+Washington%2C+Washington+DC%2C+United+States%2C+20001,www.ratebeer.com/beer/right-proper-blanc-slate-blended-edition/416825/,Right Proper Blanc Slate Blended Edition,4,20001,3.08,Washington DC,Sour / Wild Beer,,Washington
